Unnamed: 0,review,tokens
1353,손잡이가 있어서 편하고 음료도 안 새요 게다가 디자인이랑 색도 너무 귀여워요,"['손잡이', '편하다', '음료', '안', '새', '디자인', '색도', '귀엽다']"
1354,물 시원하고 용량 크고 들고 다니기도 편함,"['물', '시원하다', '용량', '크다', '들다', '다니다', '기도', '편하다']"
1355,보온보냉 기능이 좋다는 리뷰를 보고 주문했어요 고급스러운 로즈 색입니다,"['보온', '보냉', '기능', '좋다', '리뷰', '보고', '주문', '고급스럽다', '즈', '색']"
1356,최애 텀블러 ㅜ강추해요,"['최애', '텀블러', '강', '추하다']"
1357,두 번째 구매해서 써요 색감도 이쁘고 기능도 좋아요,"['두', '구매', '써다', '색감', '이쁘다', '기능', '좋다']"
1358,감사합니다 좋은 하루 보내세요,"['감사하다', '좋다', '하루', '보내다']"
1359,조카 선물로  추석에 사줬어요 사줄려는 것보다 그립감이 좋고 통통해요 보온도 잘 됐으면 좋겠네요 저를 위해서도 사고 싶어요,"['조카', '선물', '추석', '사주다', '사주다', '그리다', '감', '좋다', '통통하다', '보온', '자다', '좋다', '사고']"
1360,너무 잘 들고 다니고 있어요 손잡이가 있는 게 가장 좋고 보온도 잘 되는 거 같고 세척하기에도 쉬워요,"['자다', '들다', '다니다', '손잡이', '가장', '좋다', '보온', '자다', '세척', '쉽다']"
1361,생각보다 더 좋아요,"['생각', '더', '좋다']"
1362,텀블러가 너무 오래돼서 검색 많이 했는데요 여기가 리뷰 후기도 좋고 손잡이도 있고 디자인도 이뻐서 선택하게 되었어요 오 그런데 색감이 생각했던 것보다 더 이쁘네요 완전 색 감 맛집이네요  맘에 듭니다 초록색이 쨍한 초록색이 아니라 차분한 초록이에요 그래서 더 좋아요 진짜 이뻐요,"['텀블러', '검색', '리뷰', '후기', '좋다', '손잡이', '디자인', '이쁘다', '선택', '색감', '생각', '더', '이쁘다', '완전', '색', '감', '맛집', '맘', '듭니', '초록색', '쨍', '초록색', '아니다', '차분하다', '초록', '더', '좋다', '진짜', '이쁘다']"
1363,제가 쓰고 있다가 어머님께서 좋아 보인다고 하셔서 또 주문했네요 좋아요,"['쓰다', '어머님께', '좋다', '보이다', '주문', '좋다']"
1364,어제 얼음을 담았는데 오늘까지 남아있어요 기능성 대박,"['어제', '얼음', '담다', '오늘', '남다', '기능', '대박']"
1365,제가 쓸 거 하나랑 선물용 하나 두 개 구입했어요   주문하고 다음날 바로 받았고요 둘 다 물 새는 거 없이 좋아요,"['쓸다', '선물', '용', '두', '구입', '주문', '날', '받다', '물', '새다', '좋다']"
1366,기존에 사용하던 제품이라서 색상만 고민하다가 그린과 마스다 드로 구매했습니다 가격은 2만 원 후반대로  요즘 수입 텀블러 가격으로 치면  딱 중간 정도인 것 같습니다  기존에 흰색 사용하였고 3 년을 사용했습니다 본전 제대로 뽑았아요 아직도 기존에 사용하던 거  보온보냉기는 좋지만 다른 색이 갖고 싶어 그린으로 구매했습니다 머스터드는 어머니 사드렸네요  그린 컬러 실물 너무  이쁘네요 머스터드는 좀 칙칙한데 그린 정말 신선한 느낌이에요 500ml 용량에 음료 담으면 넉넉히  오랫동안 마실 수 있습니다  텀블러 오래 사용하기 위해 되도록이면 시럽이나 우유제품 은 피하는 편이고 사용하게 되면 더욱 깨끗하게 세척합니다 시간이 지나면 뚜껑 고무에 물때가 끼지만 다 제거 가능합니다  떨어뜨려서 찌그러지지 않는 이상  몇 년은 튼튼하게 사용할 수 있어요,"['기존', '사용', '제품', '색상', '고민', '그린', '마스다', '드', '구매', '가격', '원', '후반', '요즘', '수입', '텀블러', '가격', '치면', '중간', '정도', '기존', '흰색', '사용', '사용', '본전', '제대로', '뽑다', '기존', '사용', '보온', '보', '냉기', '좋다', '색', '갖다', '그린', '구매', '머스터드', '어머니', '드리다', '그린', '컬러', '실물', '이쁘다', '머스터드', '칙칙하다', '그린', '정말', '신선하다', '느낌', '용량', '음료', '담다', '넉넉하다', '말다', '텀블러', '사용', '위해', '이면', '시럽', '우유', '제품', '피하', '편이', '사용', '더욱', '깨끗하다', '세척', '지나다', '뚜껑', '고무', '물때', '끼', '제거', '가능하다', '떨어뜨리다', '찌그러지다', '않다', '튼튼하다', '사용']"
1367,고무도 한 부분이 떠 있고 뚜껑 잠그면 뭔가 일정하게 안 닫혀 보이는 느낌이 있어요 다른 리뷰에도 비슷한 게 많아서 걱정했는데 역시나ㅠ 그래서 별 하나 뺐어요 그래도 꽤 싸게  깔끔하고 편한 텀블러 산거 같습니다,"['고무', '부분', '뜨다', '뚜껑', '잠그다', '뭔가', '일정하다', '안', '닫히다', '보이다', '느낌', '리뷰', '많다', '걱정', '역시', '별', '빼다', '꽤', '싸다', '깔끔하다', '편하다', '텀블러', '사다']"
1368,디자인 이쁘고 실용성 굿,"['디자인', '이쁘다', '실용', '굿']"
1369,아이가 이쁘고 편하다고 좋아합니다 학교 갈 때 물통으로 강추네요,"['이쁘다', '편하다', '좋아하다', '학교', '갈다', '물통', '강', '추다']"
1370,좋아요 화면과 같아요 단지 열 때 좀 빡빡해서 힘이 드나 디자인이 너무 이쁘네요,"['좋다', '화면', '열', '빡빡', '힘', '드', '디자인', '이쁘다']"
1371,가볍고 갖고 다니기 편해요  색상도 예뻐요,"['가볍다', '갖다', '다니다', '편하다', '색상', '예쁘다']"
1372,이제 아기랑 외출할 시기가 다가와서 꼼꼼하게 찾아보고 구매했어요 정말 예쁘고 사용하기 편리하고 또 긴 외출시간에도 보온력이 좋았어요 앞으로도 잘 사용할게요,"['이제', '아기', '외출', '시기', '다가오다', '꼼꼼하다', '찾아보다', '구매', '정말', '예쁘다', '사용', '편리하다', '외출', '보온', '좋다', '앞', '자다', '사용']"
1373,실물이 따뜻해 보이고 너무 좋네요 ㅋㅋ 식기세척기 돌렸는데 괜찮은 거 같아요,"['실물', '따뜻하다', '보이', '좋다', '식기세척기', '돌리다', '괜찮다']"
1374,보온 효과 최고예요 기존에 하나 있었는데 추가 구매했습니다,"['보온', '효과', '최고', '기존', '추가', '구매']"
1375,꽉 안 닫히는 느낌 살짝 떠있어요 보기에 새지는 않아요,"['꽉', '안', '닫히다', '느낌', '살짝', '뜨다', '보기', '새', '않다']"
1376,머스터드가 품절이라 요걸로 주문했는데 너무 이쁘네요 올겨울 따뜻하게 잘 보내겠어요,"['머스터드', '품절', '주문', '이쁘다', '올', '겨울', '따뜻하다', '자다', '보내다']"
1377,생일선물로 친구 사줬는데  친구가 너무너무 이쁘고 좋다고 합니다  저도 다른 색으로 하나 사볼까 해요,"['생일', '선물', '친구', '사주다', '친구', '이쁘다', '좋다', '색', '사보다']"
1378,좋아요 ㅡ두 번째 사서 쓰고 있습니다,"['좋다', '두', '사서', '쓰다']"
1379,선물해 줬는데 좋아했어요,"['선물', '주다', '좋아하다']"
1380,아주 잘 썼습니다 감사합니다 물건 잘 받았고 앞으로도 물건 다 쓰면 다시 재구매 할게요 다시 한번 감사합니다,"['아주', '자다', '써다', '감사하다', '물건', '자다', '받다', '앞', '물건', '쓰다', '다시', '재다', '다시', '한번', '감사하다']"
1381,일단 색상 디자인 크기 모두 맘에 드는데 뚜껑 두 개 분리되는 게 좀 기차긴 해도 ㅁㅈ,"['색상', '디자인', '크기', '맘', '들다', '뚜껑', '두', '분리', '기차', '해도']"
1382,색상이 맘에 들어요 기존에 쓰던 거 교체해서 바로 써야겠어요 ,"['색상', '맘', '들다', '기존', '쓰다', '교체', '써다']"
1383,원래 쓰던 거 오래돼서 다른 색으로 재구매했어요 좋아요 굿굿,"['원래', '쓰다', '색', '재다', '좋다', '굿굿']"
1384,아직 사용 전인데 좋겠죠 보온보냉 잘 되길 카키색 이뻐요,"['사용', '전', '좋다', '보온', '보냉', '자다', '카키색', '이쁘다']"
1385,디자인 너무 예쁘고 손잡이가 편해요 그리고 보냉이 정말 오래갑니다,"['디자인', '예쁘다', '손잡이', '편하다', '보', '냉이', '정말']"
1386,저번에 사고 너무 좋아서 다른 색으로 재구매했어요 보온성도 좋고 디자인도 예쁘고 무엇보다 튼튼해요 제가 물건을 잘 떨어뜨리는데 아주 튼튼합니다ㅎㅋㅋ그리고 보온성 대박이에요 얼음이  몇 시간 동안 안 녹더라고요ㅎ텀블러는 이 제품보다 만족한 제품이 없네요ㅎㅎ,"['저번', '사고', '좋다', '색', '재다', '보온', '성도', '좋다', '디자인', '예쁘다', '튼튼하다', '물건', '자다', '떨어뜨리다', '아주', '튼튼하다', '보온', '대박', '얼음', '안', '녹다', '텀블러', '제품', '만족하다', '제품', '없다']"
1387,실물이 너무너무 이쁘고 귀여워요 ㅎㅎ 노랑이랑 화이트랑 엄청 고민하다 화이트 주문했는데 노랑이도 주문해야겠어요 ㅎㅎ,"['실물', '이쁘다', '귀엽다', '노랑', '화이트', '고민', '화이트', '주문', '노랑', '주문']"
1388,손잡이가 있어서 가지고 다니기 너무 편하게 예뻐요,"['손잡이', '가지', '다니다', '편하다', '예쁘다']"
1389,편하게 잘 사용했어요,"['편하다', '자다', '사용']"
1390,킨토 데이오프 텀블러입니다,"['킨토', '데이', '데이오프', '텀블러']"
1391,좋아요 그런데 뚜껑이랑 보디 색상 차이가 있어서 아쉬워요,"['좋다', '뚜껑', '보디', '색상', '차이', '아쉽다']"
1392,배송이 엄청 빠르네요 제품은 늘 쓰는 제품이라 추가 구매합니다,"['배송', '빠르다', '제품', '늘', '쓰다', '제품', '추가', '구매']"
1393,너무 이쁘네요  내구성도 좋아요,"['이쁘다', '구성', '좋다']"
1394,선물해 줬어요 잘 사용 중입니다,"['선물', '주다', '자다', '사용']"
1395,다른 색상 쓰다가 떨궈서 새로 샀는데 머스터드도 이쁘네요,"['색상', '쓰다', '떨구다', '새롭다', '사다', '머스터드', '이쁘다']"
1396,텀블러 교체 시기가 돼서 구매했는데 휴대하기 너무 좋네요,"['텀블러', '교체', '시기', '구매', '휴대', '좋다']"
1397,디자인 깔끔하고 사이즈가 딱 좋아요 손잡이 있는 텀블러가 편해서 남자친구랑 커플 텀블러 맞췄어요 ㅎ 다만 아이보리는 이중 뚜껑에 립스틱이 색깔이 물들어서 세재로 닦아도 희미하게 남도 라구요ㅠ 그게 좀 단점이에요,"['디자인', '깔끔하다', '사이즈', '좋다', '손잡이', '텀블러', '편하다', '남자친구', '커플', '텀블러', '맞추다', '아이보리', '이중', '뚜껑', '립스틱', '색깔', '물들다', '세다', '닦다', '희미하다', '남도', '그게', '단점']"
1398,디자인 귀엽고 텀블러 손잡이가 있어서 좋네요,"['디자인', '귀엽다', '텀블러', '손잡이', '좋다']"
1399,너무 좋습니다 재질도 좋습니다,"['좋다', '재질', '좋다']"
1400,공홈보다 훨씬 싸게 사서 너무 좋아요 이뻐요 ㅋㅋ,"['공홈', '싸다', '사서', '좋다', '이쁘다']"
1401,헬스장에서 운동하면서 쓰려고 샀어요 디자인 심플하고 딱 마음에 들어요,"['헬스장', '운동', '쓰다', '사다', '디자인', '심플', '마음', '들다']"
1402,가볍고 좋아요 차나 아이스 마실 때도 좋은 거 같아요,"['가볍다', '좋다', '차', '아이스', '말다', '좋다']"
1403,손잡이가 있어서 들고 다니기 너무 편해요 특히 중간 마개가 있어서 얼음도 확 안 나와서 너무 좋고 기능 최고예요 정말 강추합니다 네이비 컬러도 짱 예뻐요,"['손잡이', '들다', '다니다', '편하다', '중간', '마개', '얼음', '확', '안', '나오다', '좋다', '기능', '최고', '정말', '강', '추하다', '네이비', '컬러', '짱', '예쁘다']"
1404,잘 받았는데 후기 사진들 보고 선명한 초록색인 줄 알고 구입했은데 풀색에 가까운 그린이라 좀 아쉬웠어요ㅠ 색상 고민 엄청 했는데 판단 미스네요ㅠ,"['자다', '받다', '후기', '사진', '보고', '선명하다', '초록색', '줄', '알', '구입', '풀색', '가깝다', '그린', '아쉽다', '색상', '고민', '판단', '미스']"
1405,기존에 사용하던 텀블러 이염으로 새로 구매했는데 너무 좋아요 ㅎㅎ 감사합니다,"['기존', '사용', '텀블러', '이염', '새롭다', '구매', '좋다', '감사하다']"
1406,좋아요 귀엽고 그립감 좋고 마음에 들어요 선물로도 좋을 거 같아요,"['좋다', '귀엽다', '그리다', '감', '좋다', '마음', '들다', '선물', '좋다']"
1407,제가 쓰다 좋아서 장모님 선물해 드렸는데 너무 좋아하시네요,"['쓰다', '좋다', '장모님', '선물', '드리다', '좋아하다']"
1408,쓰던 거 오래돼서 다른 색으로 구입했어요 좋아요,"['쓰다', '색', '구입', '좋다']"
1409,기존 쓰던 거 너무 오래되어서 장만했어요 동글동글 그립감도 좋고 이쁘네요,"['기존', '쓰다', '오래되다', '장만', '동글동글', '그리다', '감다', '좋다', '이쁘다']"
1410,손이 안 들어가는 건 아쉽지만 콤팩트하고 예뻐요 기대됩니다,"['손', '안', '들어가다', '아쉽다', '콤팩트', '예쁘다', '기대']"
1411,계속 고민하다 구입했는데 만족해요 일단 배송 엄청 빠르고  블로그마켓보다 조금이지만 더 저렴 하도라고요 ㅎㅎㅎ 킨토는 뭐 원래 디자인이나 이뻐 소 좋아요,"['계속', '고민', '구입', '만족하다', '배송', '빠르다', '블로그', '마켓', '더', '저렴', '킨토', '뭐', '원래', '디자인', '이쁘다', '소', '좋다']"
1412,사진이라 색이 똑같습니다 가볍고 자주 이용할 것 같아요,"['사진', '색', '똑같다', '가볍다', '자주', '이용']"
1413,동생 추천으로 샀는데 너무 맘에 들어요,"['동생', '추천', '사다', '맘', '들다']"
1414,색도 맘에 들고 아주 좋아요,"['색도', '맘', '들다', '아주', '좋다']"
1415,디자인도 이쁘고 깔끔하고 좋습니다,"['디자인', '이쁘다', '깔끔하다', '좋다']"
1416,색상은 화면과 동일하고 배송 빠르고 보온력 너무 좋아요 전날 만들어둔 아이스 아메리카노가 하루 지나도 상태 너무 좋더라고요,"['색상', '화면', '동일하다', '배송', '빠르다', '보온', '좋다', '전날', '만들다', '두다', '아이스', '아메리카노', '하루', '지나다', '상태', '좋다']"
1417,주황색 예쁘노 사이즈 좋아요,"['주황색', '예쁘다', '사이즈', '좋다']"
