Unnamed: 0,review,tokens
2833,좋은 제품 잘 받았습니다,"['좋다', '제품', '자다', '받다']"
2834,한 개는 커피 한 개는 레몬차 두 개씩 들고 다녀요 선물하려고 6개째 구입입니다,"['개다', '커피', '개다', '레몬', '차', '두', '들다', '다니다', '선물', '구입']"
2835,재구입했어요 색감도 좋고 디자인 품질 다 만족 손잡이도 편리해요,"['재', '구입', '색감', '좋다', '디자인', '품질', '만족', '손잡이', '편리하다']"
2836,디자인이 심플해서 구매했습니다 마음에 들어요,"['디자인', '심플', '구매', '마음', '들다']"
2837,깔끔하고 보온력도 좋아서 잘 쓰고 있습니다,"['깔끔하다', '보온', '좋다', '자다', '쓰다']"
2838,사진상에서는 커 보였는데 실제로 보니 작게느껴졌네요ㅎㅎ 딱 알맞은 사이즈예요,"['사진', '크다', '보이다', '실제', '보다', '작다', '느껴지다', '알맞다', '사이즈']"
2839,지인이 쓰는 거 보고 예뻐서 주문했는데 역시나 너무 예쁘고 튼튼해 보여요,"['지인', '쓰다', '보고', '예쁘다', '주문', '역시', '예쁘다', '튼튼하다', '보이다']"
2840,컬러 하나하나 이쁘고 기능은 말해 뭐해 ㅎㅎ,"['컬러', '이쁘다', '기능', '말', '뭐']"
2841,너무 이쁘고 배송도 빨랐어요,"['이쁘다', '배송', '빨르다']"
2842,깔끔하고 이쁩니다 화면 그대로에요 빠른 배송 감사,"['깔끔하다', '이쁘다', '화면', '그대로', '빠르다', '배송', '감사']"
2843,디자인이 귀엽고 들고 다니기도 편하네요 무난하니 색깔도 예쁘고 직장에서 쓰기 좋아요 잘 쓰고 있습니다,"['디자인', '귀엽다', '들다', '다니다', '기도', '편하다', '무난', '색깔', '예쁘다', '직장', '쓰기', '좋다', '자다', '쓰다']"
2844,차가운 물도 엄청 오래가고 따뜻한 물도 빨리 안 식어서 좋아요 처음 샀을 때랑 똑같고 만족하고 있습니다,"['차갑다', '물', '따뜻하다', '물', '안', '식다', '좋다', '처음', '사다', '똑같다', '만족하다']"
2845,손잡이 있는 디자인이 좋습니다,"['손잡이', '디자인', '좋다']"
2846,저희 삼 남매 물통으로 사용하려고 구입했어요 초등 아이들도 맘에 들어 하네 요배 송도 빠르게 왔어요 제품품질도 맘에 들고요 아이들이 편하게 갖고 다닐 수 있을 거 같아서 좋아요,"['남매', '물통', '사용', '구입', '초등', '맘', '들다', '배', '송도', '빠르다', '오다', '제품', '품질', '맘', '들다', '편하다', '갖다', '다니다', '좋다']"
2847,디자인도 깔끔하니 예쁘고 사용하기 좋습니다,"['디자인', '깔끔하다', '예쁘다', '사용', '좋다']"
2848,뚜껑이 부서져서 하나 더 샀어요,"['뚜껑', '부서지다', '더', '사다']"
2849,선물용이라 기능적인 면은 모르겠지만 머스터드 색은 예뻤어요,"['선물', '용이', '기능', '모르다', '머스터드', '색', '예쁘다']"
2850,보고 실물이 너무 예뻐서 살짝 심쿵 했어요 보온도 잘됩니다 화이트는 진짜 추천이에요,"['보고', '실물', '예쁘다', '살짝', '심쿵', '보온', '화이트', '진짜', '추천']"
2851,감사합니다 잘 쓸게?ㄷ,"['감사하다', '자다', '쓸다']"
2852,실물이 너무 예뻐요  고민하다 주문했는데 왜 고민을 했는지 모르겠네요 ㅋㅋ 담에 또 다른 색으로 주문해야겠어요,"['실물', '예쁘다', '고민', '주문', '고민', '모르다', '담', '색', '주문']"
2853,보온도 잘되고 손잡이가 있어서 사용하기 편리하네요 나오는 음료 양도 적당하고 아주 좋아요,"['보온', '손잡이', '사용', '편리하다', '나오다', '음료', '양도', '적당하다', '아주', '좋다']"
2854,디자인이 너무 귀엽습니다 따뜻하거나 미지근한 물을 주로 마시는데 온도 유지가 잘 되네요 아주 좋습니다 근데 3단이라 닦을 때는 조금 불편한 감이 있지만 만족합니다,"['디자인', '귀엽다', '따뜻하다', '미지근하다', '물', '주로', '마시다', '온도', '유지', '자다', '아주', '좋다', '단', '닦다', '불편하다', '감', '만족하다']"
2855,화면처럼 이쁘네요 커피 잘 담아 다니겠습니다,"['화면', '이쁘다', '커피', '자다', '담다', '다니다']"
2856,화이트 컬러 사길 잘한 것 같아요 처음에 때 탈까 봐 걱정되게 맣ㄴ이 했는데 솔직히 몇 번 떨어뜨리고 막 가지고 다녀서 살짝 상처 난 곳도 있긴 해요ㅋㅋ 근데 막 쓰는 게 편하긴 해 서 저는 오염 조금 생기든 말든 잘 가지고 다니고 있습니다 ,"['화이트', '컬러', '사다', '자다', '처음', '보다', '걱정', '맣', '솔직하다', '번', '떨어뜨리다', '막', '가지', '다니다', '살짝', '상처', '난', '곳도', '막', '쓰다', '편하다', '서다', '오염', '생기', '말', '자다', '가지', '다니다']"
2857,화면과 같아요 보온 오래 지속되면 좋겠네요,"['화면', '보온', '지속', '좋다']"
2858,예쁘네요 아이보리랑 머스터드 구입했는데 손잡이도 편하고,"['예쁘다', '아이보리', '머스터드', '구입', '손잡이', '편하다']"
2859,네이비 카키 샀는데 둘 다 톤 다운된 색이네요 세련되고 좋아요,"['네이비', '카키', '사다', '톤', '다운', '색', '세련되다', '좋다']"
2860,텀블러 너무 귀엽고 예뻐요,"['텀블러', '귀엽다', '예쁘다']"
2861,감각적인 디자인 ㅎㅎ,"['감각', '디자인']"
2862,디자인 색상 모두 맘에 들어요,"['디자인', '색상', '맘', '들다']"
2863,두 번째 구매예요,"['두', '구매']"
2864,출산준비로 구매했어요,"['출산', '준비', '구매']"
2865,배송 빠르게 왔어온 써볼게요,"['배송', '빠르다', '오다', '온', '써다', '보다']"
2866,배송 빠르고 일단 색깔이 너무 귀여워요,"['배송', '빠르다', '색깔', '귀엽다']"
2867,좋습니다 ㅎㅎ,['좋다']
2868,2가지 색상 구매했고 좋아요,"['가지', '색상', '구매', '좋다']"
2869,500ml라서 넉넉해서 좋고 본원이 확실히 되어요,"['라서', '넉넉하다', '좋다', '본원', '확실하다']"
2870,제거 구매하면서 친구 선물로 같이 구매했는데 친구가 너무 좋아하더라고요 요즘 친환경적인 가치소비하는 사람이 많이 늘어난 만큼 선물로도 주기 좋은 제품인 것 같아요 카키색 실물도 엄청  예쁩니다  가을 웜톤 컬러 좋아하시는 분들이라면 만족하실듯합니다,"['제거', '구매', '친구', '선물', '구매', '친구', '좋아하다', '요즘', '친환경', '가치', '소비', '사람', '늘어나다', '선물', '주기', '좋다', '제품', '카키색', '실물', '예쁘다', '가을', '웜톤', '컬러', '좋아하다', '분', '들이다', '만족하다']"
2871,보온도 너무 잘 되고 색깔도 너무 예뻐요 화이트도 사고 싶네요,"['보온', '자다', '색깔', '예쁘다', '화이트', '사고']"
2872,선물용으로 구매했는데 너무 만족스럽고 제일 좋은 건 손잡이 부분,"['선물', '선물용', '구매', '만족스럽다', '제일', '좋다', '손잡이', '부분']"
2873,예쁜 디자인에 스크래치 하나 안 생기네요 얼음이 이틀 동안 얼어있고 보온 역시 오래갑니다 같은 디자인으로 용량 큰 제품 나오면 또 구입하려고요 제발 큰 거 만들어주게요,"['예쁘다', '디자인', '스크래치', '안', '생기다', '얼음', '이틀', '얼다', '보온', '역시', '디자인', '용량', '크다', '제품', '나오다', '구입', '제발', '크다', '만들다']"
2874,귀여워서 샀어요 생각보다 무겁긴 한데 핸들 있어서 들고 다니기 편하고 유지력도 무난해요  이뻐서 좋아요,"['귀엽다', '사다', '생각', '무겁다', '핸들', '들다', '다니다', '편하다', '유지', '무난', '이쁘다', '좋다']"
2875,가볍고 색상도 이뻐 만족합니다,"['가볍다', '색상', '이쁘다', '만족하다']"
2876,실물이 훨씬 이쁘고 손잡이 달려서 아주 편해요,"['실물', '이쁘다', '손잡이', '달다', '아주', '편하다']"
2877,예뻐요  설거지도 편하고 손잡이 있어서 좋고,"['예쁘다', '설거지', '편하다', '손잡이', '좋다']"
2878,너무 예뻐요 색별로 더 구입하고 싶네요,"['예쁘다', '색', '별로', '더', '구입']"
2879,SNS에서 아기 외출 템으로 많이 쓰시길래 검색해서 구매했어요 실물도 너무 귀엽네요,"['아기', '외출', '템', '쓸다', '검색', '구매', '실물', '귀엽다']"
2880,물 새지 않고 디자인 예쁘고 배송 빠르고 너무 맘에 들어요  겉에도  쓰다 보면  까지지 않을 거 같아요  다른 색상도 구매해야겠어요,"['물', '새다', '않다', '디자인', '예쁘다', '배송', '빠르다', '맘', '들다', '겉', '쓰다', '보다', '끄다', '않다', '색상', '구매']"
2881,안녕하세요 운동하면서 텀블러 잘 사용하는데 가볍고 예쁜 거 찾다가 드디어 발견했네요 가격도 여기가 제일 저렴하고 디자인도 너무 예뻐요 무엇보다 세척도 편하고 가벼워서 어디서나 들고  다니기 굿입니다  남편도 운동할 때 쓰라고 2개 구매했는데 더 살걸 그랬나 봐요 ㅠㅠ,"['안녕하다', '운동', '텀블러', '자다', '사용', '가볍다', '예쁘다', '찾다', '발견', '가격', '제일', '저렴하다', '디자인', '예쁘다', '세척', '편하다', '가볍다', '서나', '들다', '다니다', '굿', '남편', '운동', '쓰다', '구매', '더', '살걸', '그렇다', '보다']"
2882,별다방 텀블러를 애용했는데 이상하게 음료가 자꾸 새더라고요 그래서 튼튼해 보이면서 디자인도 깔끔하고 편리성도 있어 보이는 제품을 검색했고 기대한 대로 좋아 만족합니다,"['별다방', '텀블러', '애용', '이상하다', '음료', '자꾸', '새다', '튼튼하다', '보이다', '디자인', '깔끔하다', '편리', '성도', '보이다', '제품', '검색', '기대하다', '대로', '좋다', '만족하다']"
2883,사진으로 본 것보다 훨씬 이쁘고 맘에 들어요,"['사진', '보다', '이쁘다', '맘', '들다']"
2884,뚜껑이 이중으로 되어 있어서 티백 넣으면 마실 때 너무쳐나올 걱정 없이 안전하게 마실 수 있어서 너무 좋아요_ 뚜껑 위에 손잡이 디자인이라 들고 다니기도 너무 편하고 실용적인 것 같 아요,"['뚜껑', '이중', '티백', '넣다', '말다', '무치다', '나오다', '걱정', '안전하다', '말다', '좋다', '뚜껑', '손잡이', '디자인', '들다', '다니다', '기도', '편하다', '실용']"
2885,오랜 시간 보온 보냉이 됩니다 근데 물에 삶아서 세척해도 되나요,"['보온', '보', '냉이', '물', '삶다', '세척']"
2886,지인께서 커피를 한번 담아준 적 있어 좋아서 찾아 구매하게 됨 운동 갈 때 손잡이가 있어 편해요 ㅜㅜ딸아이가 운동 가다 흔들며 떨어뜨렸는데 깨짐 다시 구매하나 더 할 정도로 맘에 둠,"['지인', '커피', '한번', '담다', '준', '적', '좋다', '찾다', '구매', '운동', '갈다', '손잡이', '편하다', '딸아이', '운동', '흔들다', '떨어뜨리다', '깨지다', '다시', '구매', '더', '정도', '맘', '두다']"
2887,보온 잘되고 예뻐요,"['보온', '예쁘다']"
2888,남편도 너무 잘 사용합니다,"['남편', '자다', '사용']"
2889,보온 잘 되고 들고 다니기 편해요,"['보온', '자다', '들다', '다니다', '편하다']"
2890,디자인이 깔끔하고 세척하기 쉬어서 좋아요,"['디자인', '깔끔하다', '세척', '쉬다', '좋다']"
2891,튼튼하고 귀여워요 ㅋㅋ 얼음 안 나오게 막혀있는 부분도 좋고 친구 선물해 줬는데 아주 만족해합니다,"['튼튼하다', '귀엽다', '얼음', '안', '나오다', '막히다', '부분', '좋다', '친구', '선물', '주다', '아주', '만족하다']"
2892,선물로 샀는데 진짜 너무 예쁘고 배송도 빨랐어요,"['선물', '사다', '진짜', '예쁘다', '배송', '빨르다']"
2893,선물하려고 샀어요 손잡이가 있어서 편할 거 같아서 고민 없이 바로 샀네요,"['선물', '사다', '손잡이', '편하다', '고민', '사다']"
2894,디자인은 이뻐요  보온은 보통,"['디자인', '이쁘다', '보온', '보통']"
2895,아주 만족스럽습니다,"['아주', '만족스럽다']"
2896,다른 텀블러는 이제 못쓰겠어요,"['텀블러', '이제', '쓰다']"
2897,깔끔한 디자인이 좋아서 시켰는데 너무 좋아요 얼음 넣으면 정말 시간 지나도 잘 녹지도 않고 만족,"['깔끔하다', '디자인', '좋다', '좋다', '얼음', '넣다', '정말', '지나다', '자다', '녹지', '않다', '만족']"
2898,이쁘네요 선물로 주어도 괜찮겠어요,"['이쁘다', '선물', '주어', '괜찮다']"
2899,너무 좋아요 제거랑 선물용 두 개 샀어요,"['좋다', '제거', '선물', '용', '두', '사다']"
2900,화이트 색 사고 싶은데 찻물이나 커피 물이 들을 거 같아 다크 그레이 선택했는데 아주 이뻐요  완전 화색이 아니라 제 눈에는 짙은 브라운 고동색 같아요  이곳이 가장 저렴하고 칼  배송입니다,"['화이트', '색', '사고', '찻물', '커피', '물이', '들다', '다크', '그레이', '선택', '아주', '이쁘다', '완전', '화색', '아니다', '눈', '짙다', '브라운', '고동색', '곳', '가장', '저렴하다', '칼', '배송']"
2901,으 너무 이뻐요 배송도 빠르고 잘 쓸게요,"['이쁘다', '배송', '빠르다', '자다', '쓸다']"
2902,귀여워서 노랑 흰색 둘 다 샀어요  무겁지만 들고 다니기 편하고 이뻐서 좋아요,"['귀엽다', '노랑', '흰색', '사다', '무겁다', '들다', '다니다', '편하다', '이쁘다', '좋다']"
2903,색도 이쁘고 튼튼해 보여요,"['색도', '이쁘다', '튼튼하다', '보이다']"
2904,겨울 다가와서 따뜻한 차 마시려고 주문했습니다 성능도 좋길 바라요,"['겨울', '다가오다', '따뜻하다', '차', '말다', '주문', '성능', '좋다', '바라다']"
2905,너무 이쁘고 마시기도 편해요 얼음이 같이 안 나와서,"['이쁘다', '마시기', '편하다', '얼음', '안', '나오다']"
2906,배송 빨랐고요 저는 세척을 중요시 여기는 아줌마라ㅋ 오자마자 세척 편한지부터 테스트했어요ㅋ 씻기편햬요분리도 용이하고요 가볍고 튼튼햬요굿,"['배송', '빨르다', '세척', '중요시', '여기다', '아줌마', '세척', '편하다', '테스트', '씻다', '편햬', '분리', '용이하다', '가볍다', '튼튼햬요굿']"
2907,편하게 사용 가능해서 좋아요,"['편하다', '사용', '가능하다', '좋다']"
2908,깔끔하고 디자인 이뻐요,"['깔끔하다', '디자인', '이쁘다']"
2909,가성비 좋은 상품이에요,"['가성', '가성비', '좋다', '상품']"
2910,떨어뜨리면 손잡이 부분이 쉽게 깨집니다ㅠㅠ 그래도 이뻐서 또 구매합니다,"['떨어뜨리다', '손잡이', '부분', '쉬다', '깨지다', '이쁘다', '구매']"
2911,실물 색상이 더 예뻐요,"['실물', '색상', '더', '예쁘다']"
2912,디자인은 이쁜데 보온이 오래 가지는 않더라고요 오전 9시 반에 40도 분유물을 넣어서 오후 2시경 분유물을 따르니 조 차갑더라고요ㅠㅠ 짧게 외출 시만 가능 한 텀블러임 것 같 아요,"['디자인', '이쁘다', '보온', '가지다', '않다', '오전', '반', '분', '유물', '넣다', '오후', '분', '유물', '따르다', '조', '차갑다', '짧다', '외출', '시', '가능', '텀블러']"
2913,언니한테 선물했는데 언니가 너무 맘에 들어 했어요 ㅎㅎ,"['언니', '선물', '언니', '맘', '들다']"
2914,생각보다 크기가 커서 좋았고 세척하기도 편하고 보온도 오래갑니다,"['생각', '크기', '커서', '좋다', '세척', '편하다', '보온']"
2915,사진과 같이 이뻐요,"['사진', '이쁘다']"
2916,제가 쓰는 거 보고 친구도 구매했습니다 가방에 휘뚜루마뚜루 넣고 다니는데 새는 거 없이 너무 만족합니다 디자인도 예뻐요,"['쓰다', '보고', '친구', '구매', '가방', '넣다', '다니다', '새다', '만족하다', '디자인', '예쁘다']"
2917,색깔도 성능도 너무 마음에 들어요 보온이 잘되네요ㅎㅎ,"['색깔', '성능', '마음', '들다', '보온']"
2918,선물 받으시는 분리 너무 좋아하시네요,"['선물', '받다', '분리', '좋아하다']"
2919,배송도 빠르고 포장도 꼼꼼하게 왔어요  마음에 듭니다 ,"['배송', '빠르다', '포장', '꼼꼼하다', '오다', '마음', '듭니']"
2920,노란색이나 하얀색이 실물로 보면 더 예쁠 것 같아요,"['노란색', '하얀색', '실물', '보다', '더', '예쁘다']"
2921,가볍고 긁히거나 벗겨지지 않는 재질이라서 좋아요 색도 이쁩니다,"['가볍다', '긁다', '벗겨지다', '않다', '재질', '좋다', '색도', '이쁘다']"
2922,스크래치 덜 나는 매트 재질이고 손잡이가 있어서 너무 편할 것 같아요,"['스크래치', '덜', '매트', '재질', '손잡이', '편하다']"
2923,디자인이 예뻐요 손잡이가 있어서  편리해요,"['디자인', '예쁘다', '손잡이', '편리하다']"
2924,잘 사용하고 있어요 들고 다니기에도 편하고 보냉이 잘됩니다 그리고 가끔 회사에서 누가 화나게 하면 치고 싶은 마음이 들 때 쓰기 안성맞춤이지만 그럼 안 되니까 마음으로 늘 생 각하면서 열심히 들고 댕기는 중이랍니다,"['자다', '사용', '들다', '다니다', '기', '편하다', '보', '냉이', '가끔', '회사', '누가', '화나다', '마음', '들다', '쓰기', '안성맞춤', '그렇다', '안', '마음', '늘', '생', '각하', '면서', '들다', '댕기', '중이', '랍니']"
2925,예뻐서 좋아요 기능도 좋고,"['예쁘다', '좋다', '기능', '좋다']"
2926,텀블러 까짐도 없고 색상도 좋아요,"['텀블러', '끄다', '짐', '없다', '색상', '좋다']"
2927,닦기 편하고 손잡이 있어 편해요 너무 좋아요,"['닦다', '편하다', '손잡이', '편하다', '좋다']"
2928,색상 이쁘고 아직 사용 전이지만 데일리로 사용하기 좋을 거 같아요,"['색상', '이쁘다', '사용', '전이', '데', '일리', '사용', '좋다']"
2929,배송도 빠르고 색감이 일단 너무 이쁘네요 앞 구멍이 넓어서 씻기도 편한 거 같아요,"['배송', '빠르다', '색감', '이쁘다', '앞', '구멍', '넓다', '씻다', '편하다']"
2930,선물로 주었어요 이제 날도 추워질 텐데 따듯한 차 마시면서 회사 생활 힘내길 바라는 마음 담아서요,"['선물', '주다', '이제', '날', '추워지다', '따다', '차', '말다', '회사', '생활', '힘내다', '바라다', '마음', '담다']"
2931,보온보냉 정말 잘됩니다,"['보온', '보냉', '정말']"
2932,예쁘고 좋아요 벗겨짐도 없어요,"['예쁘다', '좋다', '벗겨지다', '없다']"
2933,손잡이가 너무 편해요,"['손잡이', '편하다']"
2934,가볍고 이뻐요 노란색이 쨍한 색이 아니라서 더 이쁘네요,"['가볍다', '이쁘다', '노란색', '쨍', '색', '아니다', '더', '이쁘다']"
2935,다른 텀블러에 비해 보온효과가 뛰어납니다 겨울에 잘 쓸 것 같습니다,"['텀블러', '비다', '보온', '효과', '뛰어나다', '겨울', '자다', '쓸다']"
2936,얼음도 잘 안 녹고 용량도 적당해서 좋아요 지금도 들고 스벅 가는 중이에요 최고,"['얼음', '자다', '안', '녹다', '용량', '적당하다', '좋다', '지금', '들다', '스벅', '중이', '최고']"
2937,칼라 이쁘고 사용하기 편리함 딱 좋아요,"['칼라', '이쁘다', '사용', '편리하다', '좋다']"
2938,사진상으로 보는 색감보다 더 마음에 듭니다 아직 사용 전이지만 무게도 적당하고 좋습니다,"['사진', '보다', '색감', '더', '마음', '듭니', '사용', '전이', '무게', '적당하다', '좋다']"
2939,고민하다 구매했는데 일단 가볍고 손잡이 형태로 되어 있어서 편한 것 같아요 색도 마음에 들어요 기능은 아직 제대로 긴 시간 동안 체크해 보진 못했는데 괜찮을 것 같네요  세척하기도  편리해서 더 좋아요,"['고민', '구매', '가볍다', '손잡이', '형태', '편하다', '색도', '마음', '들다', '기능', '제대로', '체크', '보다', '괜찮다', '세척', '편리하다', '더', '좋다']"
2940,맘에 들어요 잘 사용할 것 같군요 이런 보온병 전 세척을 가장 중요하게 생각하는데 아주 세척이 용이하네요 만족,"['맘', '들다', '자다', '사용', '이렇다', '보온병', '전', '세척', '가장', '중요하다', '생각', '아주', '세척', '용이하다', '만족']"
2941,생각보다 색이  참 예쁘네요 사이즈 손잡이 마무리 굿 만족합니다 가벼워요,"['생각', '색', '차다', '예쁘다', '사이즈', '손잡이', '마무리', '굿', '만족하다', '가볍다']"
2942,실물이 더 예쁘고 세척도 간편해요,"['실물', '더', '예쁘다', '세척', '간편하다']"
2943,아기 분유 텀블러로 구매했는데 디자인이며 기능이며 너무 만족합니다 크기도 생각보다 안 커서 가방에 넣고 다니기에도 좋아요 ㅎㅎ,"['아기', '분유', '텀블러', '구매', '디자인', '기능', '만족하다', '크기', '생각', '안', '커서', '가방', '넣다', '다니다', '기', '좋다']"
2944,아직 사용 전이라 보온보냉이 잘 되는지는 모르겠지만 디자인은 너무 맘에 들어요,"['사용', '전이', '보온', '보', '냉이', '자다', '모르다', '디자인', '맘', '들다']"
2945,손잡이가 있어서 좋아요,"['손잡이', '좋다']"
2946,색깔은 맘에 안 들어요  핑크가 품절이라 시켰기 때문에  기능성은 무난합니다  내부 스테인리스강에 물때나 차 때가 안 낀다면  한 달 후 리뷰를,"['색깔', '맘', '안', '들다', '핑크', '품절', '때문', '기능', '성은', '무난', '내부', '스테인리스강', '물때', '차', '안', '끼다', '달', '후', '리뷰']"
2947,정말 이쁘고 튼튼하고 손잡이 있어서 편리해요,"['정말', '이쁘다', '튼튼하다', '손잡이', '편리하다']"
2948,아직 담아서 먹지 못해서 보온 보냉이 얼마나 갈지는 모르겠지만 디자인 하나만 보고 산 거라 만족해요,"['담다', '먹다', '보온', '보', '냉이', '갈다', '모르다', '디자인', '보고', '산', '만족하다']"
2949,아이들이 잘 갖고 다녀요,"['자다', '갖다', '다니다']"
2950,디자인도 깔끔하니 크기도 좋고 잘 쓸 것 같아요,"['디자인', '깔끔하다', '크기', '좋다', '자다', '쓸다']"
2951,처음 써보는데 좋으면 아기 태어나기 전에 하나 더 사려고요,"['처음', '써다', '보다', '좋다', '아기', '태어나다', '전', '더', '사다']"
2952,잘 사용하고 있어요 가볍고 좋군요,"['자다', '사용', '가볍다', '좋다']"
2953,호ㅏ이트랑 고민하다가 네이비 샀는데 고급져요ㅠㅜ 스벅 텀블러 쓰다가 이거 쓰니까 너무 가볍고 좋네요,"['호이트', '고민', '네이비', '사다', '고급', '지다', '스벅', '텀블러', '쓰다', '쓰다', '가볍다', '좋다']"
2954,굉장히 좋아요 추가 구매하려고 합니다 저희 집사람 선물로 사줬는데 좋아하네요,"['굉장하다', '좋다', '추가', '구매', '집사람', '선물', '사주다', '좋아하다']"
2955,손잡이가 금이 가서 재구매 합니다 색상 이쁘고 좋아요,"['손잡이', '금', '재다', '색상', '이쁘다', '좋다']"
2956,색상 모두 화면과 같고 이뻐요,"['색상', '화면', '이쁘다']"
2957,보온 보냉 정말 잘 되네요,"['보온', '보냉', '정말', '자다']"
2958,하 너무너무 이뻐요 색감도 촌스러운 파랑이 아니라 완전 이쁜이쁜 파란색이에요 최고의 용 짱 재질이 좋아서 엄청 오래 쓸 거 같이 요,"['이쁘다', '색감', '촌스럽다', '파랑', '아니다', '완전', '이쁘다', '이쁘다', '파란색', '최고', '용', '짱', '재질', '좋다', '쓸다']"
2959,위랑 가운데 부분이 플라스틱인데 떨어트려서 가운데가 깨졌어요 ㅜㅜ 슬프지만 하나 더 사서 알차게 쓰고 있어요,"['가운데', '부분', '플라스틱', '떨어트려', '가운데', '깨지다', '슬프다', '더', '사서', '알차다', '쓰다']"
2960,크기 디자인 다 너무 이뻐요 잘 쓰겠습니다 ,"['크기', '디자인', '이쁘다', '자다', '쓰다']"
2961,자꾸 가방 안에서 쓰러지는 스텀블러 때문에 구입했어요 쓰러져도 새지 않아?,"['자꾸', '가방', '안', '쓰러지다', '스텀', '블러', '때문', '구입', '쓰러지다', '새다', '않다']"
2962,너무 예쁘고 좋아요 색상도 너무 맘에 들어요,"['예쁘다', '좋다', '색상', '맘', '들다']"
2963,원래 킨토 텀블러가 있는데 얼음도 잘 안 녹고 보온보냉이 아주 좋아서 사이즈 큰 걸로 또 구매했어요,"['원래', '킨토', '텀블러', '얼음', '자다', '안', '녹다', '보온', '보', '냉이', '아주', '좋다', '사이즈', '크다', '구매']"
2964,씻기도 좋고 보온 보냉 역도 괜찮고 또 이뻐요 맘에 드네요,"['씻다', '좋다', '보온', '보냉', '역도', '괜찮다', '이쁘다', '맘', '드네']"
2965,원하는 색상에 실용성도 좋아요 사무실과 집에서 잘 사용하고 있습니다   다만 제품 뒤쪽에 검정 무언가가 묻어서 왔는데 닦아봐도 지워지지가 않네요 귀찮아서 그냥 사용하고 있습니다,"['원하다', '색상', '실용', '성도', '좋다', '사무실', '집', '자다', '사용', '제품', '뒤쪽', '검정', '무언가', '묻다', '오다', '닦다', '보다', '지워지다', '않다', '귀찮다', '그냥', '사용']"
2966,밝은 노랑이길 바랐는데 딱 머스터드 색상이네요 그래도 귀여워요 ,"['밝다', '노랑', '이기다', '바르다', '머스터드', '색상', '귀엽다']"
2967,제가 킨토 텀블러를 쓰고 있어 지인에게 데이오프 텀블러 선물했어요 기능은 말할 것 없고요 심플한 디자인도 굿 제 인생 텀블러입니다 ,"['킨토', '텀블러', '쓰다', '지인', '데이', '오프', '텀블러', '선물', '기능', '말', '없다', '심플', '디자인', '굿', '인생', '텀블러']"
2968,기존에 화이트 제품 사서 쓰다가 하나 더 구매했어요,"['기존', '화이트', '제품', '사서', '쓰다', '더', '구매']"
2969,딱 생각했던 크기와 색감이라 좋아요,"['생각', '크기', '색감', '좋다']"
2970,사진대로 모양은 맘에 드는데 뚜껑이 2개라서 세척 시 번거롭긴 하지만 오히려 간편한 면도 있네요,"['사진', '모양', '맘', '들다', '뚜껑', '세척', '시', '번거롭다', '간편하다', '면도']"
2971,친구 선물로 사줬는데 잘 쓰고 다녀요,"['친구', '선물', '사주다', '자다', '쓰다', '다니다']"
2972,친구에게 선물했는데 내구성도 좋고 디자인도 예뻐 좋아해요,"['친구', '선물', '구성', '좋다', '디자인', '예쁘다', '좋아하다']"
2973,아주 맘에 들어요 전에 샀는데 애가 잃어버려서 다시 구매한 거네요 보온보냉 아주 짱입니다,"['아주', '맘', '들다', '전', '사다', '애가', '잃어버리다', '다시', '구매', '보온', '보냉', '아주']"
2974,분실해서 같은 제품으로 다시 삽니다 이만한 제품이 없는 것 같아요 기능 디자인 컬러 다 마음에 들어요,"['분실', '제품', '다시', '사다', '이만', '제품', '없다', '기능', '디자인', '컬러', '마음', '들다']"
2975,아직 사용 전이지만 맘에 들어요,"['사용', '전이', '맘', '들다']"
2976,색상도 이쁘고 가볍고  맘에 들어요 배송이 엄청 빨라 놀람요,"['색상', '이쁘다', '가볍다', '맘', '들다', '배송', '빨르다', '놀람']"
2977,만족스러운 디자인에 성능도 좋아서 애용하고 있습니다 이번엔 친구 선물로 줬는데 좋아합니다,"['만족스럽다', '디자인', '성능', '좋다', '애용', '친구', '선물', '주다', '좋아하다']"
2978,만족해요 잘 쓰고 있어요,"['만족하다', '자다', '쓰다']"
2979,화이트에 이어 블루까지 샀어요 저하나 신랑 하나 제가 써본 텀블러 중 최고예요,"['화이트', '블루', '사다', '저하', '신랑', '써다', '보다', '텀블러', '최고']"
2980,커피 자국이 착색돼서 안 지워지네요 립스틱도 조심해서 써야할껏같아여  아이보리 사실 분 생각한 번 더 해보시길,"['커피', '자국', '착색', '안', '지워지다', '립스틱', '조심하다', '써다', '껏', '아이보리', '사실', '분', '생각', '번', '더', '해보다']"
2981,잘 쓰고 있어요 예뻐요,"['자다', '쓰다', '예쁘다']"
2982,사용하기 너무 편하고 내용물을 마실 때 확 나오지ㅜ않아서ㅜ너무 좋아요,"['사용', '편하다', '내용물', '말다', '확', '나오다', '않다', '서너', '무', '좋다']"
2983,좋아요 만족합니다,"['좋다', '만족하다']"
