Unnamed: 0,date,review,rating,tokens
43,24.09.22.,"얼음이 오래 지속돼 만족하며 오랫동안 사용하다 기능이 다 된듯하여 텀블러 재주문하면서 운동할때
쓰려고 같이 주문했는데
구입하고 바로 사용을 못하고 시간이 지나 사용을 
해보니 뚜껑이 문제가 있어 뚜껑만 판매가 가능한지 문의 했더니 바로 새상품으로 재배송 해주셨어요. 
뚜껑 닫는게 전보다 수월하네요. 감사합니다.",5,"['얼음', '지속', '만족하다', '사용', '기능', '텀블러', '재주', '물다', '운동', '쓰다', '주문', '구입', '사용', '못', '지나', '사용', '해보다', '뚜껑', '문제', '뚜껑', '판매', '가능하다', '문의', '새', '상품', '재', '배송', '해주다', '뚜껑', '닫다', '전보', '수월하다', '감사하다']"
44,24.10.12.,보기보다는 가볍고 손잡이가 있어서 편하네요,5,"['보기', '가볍다', '손잡이', '편하다']"
45,24.09.29.,오래전에 구입 했었는데 얼음이 오래가서 재구매했어요.,5,"['구입', '얼음', '재다']"
46,24.09.30.,얼음이 오래가서 좋아요,5,"['얼음', '좋다']"
47,24.08.25.,"오래전에 구입해서 얼음도 오래가고 만족하며 사용해 재구매했어요.
텀블러는 연마제가 거의 안 묻어 나와서 편했는데 뚜껑 빨때 꽂는곳 고무에 기름이 안 닦여서 계속 닦다가 포기했습니다. 뚜껑 세척은 어떻게 해야할까요?",5,"['구입', '얼음', '만족하다', '사용', '재다', '텀블러', '연', '마제', '안', '묻다', '나오다', '편하다', '뚜껑', '빨때', '꽂다', '곳', '고무', '기름', '안', '닦이다', '계속', '닦다', '포기', '뚜껑', '세척', '어떻다']"
48,24.09.05.,가격대비 좋아요 손잡이 있어서 사용하기 편해요,5,"['가격', '대비', '좋다', '손잡이', '사용', '편하다']"
49,24.08.26.,쓰던건데 얼음도 오래가고 좋아서 재구매했어요.,5,"['쓰다', '얼음', '좋다', '재다']"
50,24.08.09.,뒤집어뒀는데 안 새네요. 가성비갑. 색상은 바닥 황금색이 좀 별로 뚜껑 똑딱이 까는데 스벅 보다 힘이 2~3배정도 더 들어가요^^,5,"['뒤지다', '두다', '안', '새다', '가성', '비갑', '색상', '바닥', '황금색', '별로', '뚜껑', '똑', '딱이다', '깔다', '스벅', '보다', '힘', '배정', '더', '들어가다']"
51,24.07.04.,안샌다는 말에 홍초 담아서 출근하는데 질질 새고 하루종일 시큼한 냄새때문에 고생했습니다ㅜㅜ 가방에 세워서 잘 넣고 다니면 괜찮은데 눕혀서 넣으면 질질새요,3,"['새다', '말', '홍초', '담다', '출근', '질질', '새다', '하루', '종일', '시큼하다', '냄새', '때문', '고생', '가방', '세우다', '자다', '넣다', '다니다', '괜찮다', '눕다', '넣다', '질질', '새']"
52,24.06.03.,입구가 생각보다 작아서 얼음넣기 어렵지만 보온력 좋고 가격 좋고 배송 좋아요,4,"['입구', '생각', '작다', '얼음', '넣기', '어렵다', '보온', '좋다', '가격', '좋다', '배송', '좋다']"
53,24.05.22.,얼음이 잘 안녹고 시원하게 유지되네요. 무엇보다 밀폐력이 좋아요~!!,5,"['얼음', '자다', '녹다', '시원하다', '유지', '밀폐', '좋다']"
54,24.06.16.,심플한디자인이마음에들어요,5,"['심플', '디자인', '마음', '들다']"
55,24.03.29.,600ml가 별로 없어서 암거나 샀었는데 그건 음용구에서 물이 새길래 찾고찾다 겨우 발견했는데 너무 좋아욤 무게는 제 기준 좀 무겁고 뚜껑이랑 음용구뚜껑 열기는 좀 힘든데 그만큼 밀폐력이 좋아서 안 새요ㅋㅋ대중교통 타면서 잘 쓰고 있습니다,5,"['별로', '없다', '암거', '사다', '음', '용구', '물이', '새기다', '찾다', '찾다', '발견', '좋아욤', '무게', '기준', '무겁다', '뚜껑', '음', '용구', '뚜껑', '열기', '힘드다', '밀폐', '좋다', '안', '새', '대중교통', '자다', '쓰다']"
56,24.04.16.,가격대비 견고하고 단순해서 세척이 편하겠어요,4,"['가격', '대비', '견고하다', '단순하다', '세척', '편하다']"
57,24.02.21.,아주 보온이 잘되어 정말 좋아요,5,"['아주', '보온', '정말', '좋다']"
58,24.01.25.,"텀블러가 이쁘고 차가운거 마실땐 얼음 잘아놓고 따뜻한거 마실때 잘 안 식네요 
근데 뚜껑 덮을때 겉에 고무는 잘밀려요 이간 아쉽.. ㅠ",5,"['텀블러', '이쁘다', '차갑다', '말다', '땐', '얼음', '자다', '따뜻하다', '말다', '자다', '안', '식다', '뚜껑', '덮다', '겉', '고무', '밀리다', '이간', '아쉽다']"
59,24.02.01.,2번째 구매요~~  오래쓰니 손잡이가 빠져버렸네요 재구매합니다,5,"['구매', '쓰다', '손잡이', '빠지다', '버리다', '재다']"
60,24.01.15.,ㅜ 뚜껑이ㅜ자세히 보니 라운드져서 .. 얼음도 금방 녹고 예전에 삿을땐 진짜 오래갓엇는데  예전만 못해요,3,"['뚜껑', '자세하다', '보다', '라운드', '지다', '얼음', '금방', '녹다', '예전', '삿을땐', '진짜', '갓', '늘다', '예전']"
61,23.12.10.,그냥 평범한 보온병이에요.,3,"['그냥', '평범하다', '보온병']"
62,23.10.17.,포장도 잘 되고 배송도 빠르고 제품도 정말료 좋아요,5,"['포장', '자다', '배송', '빠르다', '제품', '정말', '좋다']"
63,23.09.13.,배송 빠르구요. 받자마자 세척하고 사용중인데 정말 좋습니다!,5,"['배송', '빠르다', '받다', '세척', '사용', '정말', '좋다']"
64,23.05.27.,보냉 엄청 잘돼요 무지개빨대는 예쁜지 모르겠어요 ㅎㅎ;,5,"['보냉', '무지개', '빨대', '예쁘다', '모르다']"
65,23.05.26.,신랑 최애 텀블러 입니다. 특히 운전할때 좋아요,5,"['신랑', '최애', '텀블러', '운전', '좋다']"
66,23.03.14.,주변 지인들에게 많이 추천하는 더치커피메이커 세트 다들 좋아라 하시네요~,5,"['주변', '지인', '추천', '더치커피', '메이커', '세트', '들다', '좋다']"
67,23.03.13.,너무 만족스럽게 쓰고 있습니다,5,"['만족', '쓰다']"
68,23.02.13.,보온도 잘되고 밀폐력도 좋네요 또 구매할게요,5,"['보온', '밀폐', '좋다', '구매']"
69,23.01.11.,가운데 실리콘 구멍에 빨대 꽂는 것도 편하고 튼튼해서 좋아요 뚜껑 열 때 좀 힘든데 그래야 안 샐 것 같아서 나쁘지 않아요,5,"['가운데', '실리콘', '구멍', '빨대', '꽂다', '편하다', '튼튼하다', '좋다', '뚜껑', '열', '힘드다', '래야', '안', '새다', '나쁘다', '않다']"
