date,review,rating
21.04.11.,애기 분유물로 잘쓰고있어요 입구쪽 뭐가묻엇는데 지워지지않는점이 거슬려요... 귀찮아서 걍쓰고있는데;; 보온은 잘되서좋네여,4
21.04.15.,배송은 조금 늦은편임 포장상태는 양호하고 제품퀄리티는 좋은편임.약간 투박하게 느껴짐 성능은 아직사용전임.,5
21.05.19.,만족합니다 수고하세요,5
21.04.15.,배송은 조금 늦은편임 포장상태는 양호하고 제품퀄리티는보통임 상품성능은 사용해보고 작성하겠음,4
21.04.07.,텀블러 여러개 써봤지만 이게 젤 좋아요. 보온력도 짱짱하고 가볍고 이뻐요. 재구매했어요,5
21.04.07.,텀블러 여러개 써봤지만 이게 젤 좋아요. 보온력도 짱짱하고 가볍고 이뻐요. 재구매했어요.,5
21.05.06.,보온성도 좋고 디자인도깔끔하고 튼튼해서 가격대비 잘 산거 같아요,5
21.04.26.,색상 이랑 은마음에듭니다 안에 얼음보관용기 뚜껑이 쓰기 약간 불편할것 같아 별하나빼요 그외엔 가격대비 튼튼하고좋습니다,4
21.04.26.,배송도빠르고 가볍고좋습니다 이쁘네요 가격대비 만족이네요~,5
21.05.17.,그냥저냥 그래요~~,4
21.03.23.,"밑에부분이 이렇게 깔끔하지않고 벗겨져있네요

>>사용하는데는 상관없는 문제라서 그냥 쓰려고 했는데
리뷰 남기자마자 연락주셔서 새제품 보내주셨습니다
서비스가 빠르셔서 만족합니다 다음에도 구매하고싶네요!",4
21.04.16.,배송도 빠르고 심플하니 이뻐요^^,5
21.04.13.,이쁘네요 잘쓰겠습니다.,5
21.04.10.,"너무   디자인이  마음에들어샀어요
아쉬운점은  차에   갖고다니기엔  밑부분이 넓어서  들어가지않아서..ㅠㅠ
하지만   다른건  다 괜찮아요",5
21.04.26.,가격대비 정말좋아요,5
21.05.02.,잘 받았습니다.~^^,5
21.04.19.,"예쁘고  보냉도 잘되요
좋아요",5
21.04.04.,"가볍고 모양도 예쁘고 쓸만합니다. 보온,보냉 기능성은 사용해봐야 알 것 같습니다.",5
21.03.30.,가격도 싸고 디자인도 심플하니 좋네요.,5
21.03.06.,아직 써보기 전인데 깔끔하니 예뻐요!! 커버까지 같이 주시니까 혹시나 깨질까 염려하지 않아도 되구요!! 보온도 되구요!!?? 만족합니다!!,5
21.03.11.,드리퍼 주전자 2개씩 구매하고 텀블러도 좋아보여서 구매했습니다. 잘 쓸께요^^,5
21.03.20.,가성비 좋고 가볍고 활용성 좋음,5
21.04.02.,재구매입니다. 사계절 가지고 다니기에 딱 좋습니다.,5
21.03.20.,조금 큰듯 하지만 만족합니다,5
21.04.11.,이쁘고 사용이 편리합니다.,5
21.03.15.,이쁘고 좋아요 제가 딱 원하는 크기고 설거지도 편하고 좋습니다.,4
21.03.25.,가격 대비 좋은 제품이예요,5
21.03.06.,뚜껑 여닫는게 힘드네요,4
21.03.22.,너무 잘쓰고있어요 매일 사용중이에여,5
21.03.17.,보온도 잘되고 쓰기도 편리합니다.,5
21.01.27.,입구도 넓고 좋아요! 비슷한 다자인의 텀블러를 사용하고 있어서 사용하기 편리합니다~ 보냉 보온은 사용해보면서 한달후기 작성하러 올게요! + 배송도 빨라요!,5
21.01.27.,"이뻐요! 생각보단 무거운데, 그 무게가 적당해서 더 좋은 거 같아요~ 꽃차마시려고 망은 따로 빼놨는데, 저대로도 좋네요^^",5
21.02.12.,배송 빠르고 추천 드립니다,5
21.01.26.,진작 살껄 그랬어요 고민만 하다 늦게 샀네요 뚜껑 열고 닫는것도 편하고 이쁘고 많이 무겁지도 않고 보온도 잘되고 쓰기 좋아요,5
