review
디자인도 기능도 늘 만족하는 킨토예요
생각보다 크기가 크네요 손잡이 있는 건 기능상 편리합니다 연마제는 입구에서 조금만 나와서 금방 처리 가능합니다 빠른 배송 감사합니다
써보니 하루 종일 얼음이 얼어 있어요 손잡이가 달려있어 편해요
옐로 컬러가 많이 탁한 편이에요 머스터드 컬러보다 좀 더 어두운 편이라 잘 알아보시고 구매하시길
보온성도 좋고 디자인도 예쁘고 가격도 좋아요 만족합니다
3월에 한국 떠나는데 가기 전에 예쁘면서 실용성 있는 ㅋ 텀블러 구매하려고 샀습니다 일단 색깔이 쨍하니 노랑 노랑 해서 너무 예쁘고 가볍게 들고 다닐 수 있어서 너무 좋아요
디자인이 심플하고 사용감이 편하네요
잘 받았습니다 사용하기에 편리한 것 같아요
선물용으로 같이 샀는데 깔끔하고 귀여운 디자인에요 무엇보다 저렴한 가격대라 잘 산 듯해요
워낙 유명해서 궁금했는데 가볍고 그립감도 좋아요 ㅎㅎ 다른 500ml 텀블러보다 뭔가 작아 보였는데 물 넣어보니 똑같네요 들고 다니기 편해요
가장 마음에 들었던 핑크에요 살짝 톤 다운된 컬러라 튀지 않아요
몇 년 전 킨토 모 스타드 색 사용하다가 돌고 돌아 결국 킨토로 다시 돌아왔습니다  보온 보냉도 좋고 휴대성도 좋고 역시 킨토입니다
맘에 들어요 겉이 너무 미끈거리지 않아 좋아요
친구에게 선물했는데 매우 좋아했습니다 추천입니다
배송 빠르네요 금요일 주문 토요일 도착 용량 크고 무게 가볍고 디자인 좋아요 따뜻한 물이나 차 종류 담아 마시려고 구입했어요
디자인도 색상도 기능도 마음에 들어요
기존에 오래 쓰던 텀블러들의 보온 기능이 떨어져 새걸로 교환했는데 일단 첫 느낌은 깔끔하고 좋습니다 한 달 후기로 자세히 남겨볼게요
색상도 원하는 색상이고 사이즈가 좀 애매하긴 한데 만족합니다
가볍고 동글동글 귀여워요
화이트가 옐로보다 밝고 훨씬 이뻐요
손잡이 있어 좋아요 잘 쓸게요
머스터드 사고 한참 쓰다 이번에 옐로 샀는데 머스터드 보다 더 톤 다운된 색
손잡이가 있어서 편하고  예쁘고 가볍고 다 좋아요 중학교 입학하는 친구들에게 입학 선물로 사줬어요
손잡이가 있어서 편하고  예쁘고 가볍고 다 좋아요 중학교 입학하는 친구들 선물로 사줬어요
너무너무 이뻐요 배송도 빠르고요 재질도 좋아 보여서 너무 좋네요
이만한 텀블러 없는듯해요 하나 더 샀어요
좋은 상품 감사합니다
보냉 잘 되고 색도 이뻐요
사이즈에 비해 가볍고 들기 편하게 뚜껑에 손잡이가 있어서 좋네요
그립감이 좋아요 사용도 편합니다
기존에 쓰던 게 오래돼서 바꿔요 아이 물병으로 좋아요
스탠리 텀블러보다 세척 이용하고 단순한 디자인이라 깔끔하고 보온력이 너무 좋아 요강 추천드려요
아직 사용 전이예요  예뻐요  좋아요  좋아요
중학생 딸이 추천해서 주문해 줬는데 좋다고 하네요
생각보다 부피가 커서 사용을 못 했어요 나들이 갈 때는 좋을 것 같습니다
배송도 바로 되고 좋아요
가방에 넣을 수 있고 손잡이 있는 텀블러 중에는 이 제품이 디자인도 성능도 무난해서 좋아요
킨토 생각보다 좋아요 보온도 활용도 좋아요
먼지 냄새가 나서 못 쓰고 있어요
색상도 이쁘고 손잡이가 있어서 운동 갈 때 사용하기 좋을 거 같네요
아직 써보진 않았지만 가볍고 좋을 것 같아요 배송도 빨라요
용량 대비 가볍고 들고 다니기 편합니다 아이스 음료 마실 때도 홀이 있어 얼음이 닫지 않고 좋아요 흘러내릴 걱정 없고 밀폐력도 최고인 듯
텀블러 여러 개 써봐도 다시 이걸로 구매하게 되네요 그만큼 크기도 성능도 디자인도 맘에 들어요 화이트는 처음이라 실물이 더 이쁘네요 빠른 배송 감사합니다
아이가 사달라고 해서 주문했네요 앞으로 편하면 제 것도 하나 더 살 생각이에요 잘 쓰겠습니다
좋은 가격에 잘 구매해서 사용 중입니다
아이가 너무 맘에 들어 해요
아주 좋아요 맘에 들어요
같은 모델 쓰다가 뚜껑이 깨져서 재구매했습니다
좋은 가격에 잘 구매했습니다
너무 좋아서 주변에 추천 중입니다
견고하고 만듦새가 좋습니다
얼음이나 찻잎을 넣어도 빠져나올 일 없고 손잡이가 위로 있어서 날씬하게 잘 빠졌어요 색상은 화이트라고 되어 있는데 실제는 아이보리색 같아요 설 연휴라 배송이 늦을 줄 알았는데 엄 청 빨리 왔네요
배송도 빠르고 불량 없이 잘 왔어요 다른 색 쓰다가 추가 구매했습니다  화이트가 깔끔하고 더 예뻐보이는거같기도ㅎㅎ
부모님 사드렸어요 좋아하세요
아침에 넣어놓은 얼음 다음날 오전까지도 많이 녹지 않고 유지되어 있고 보냉 보온 기능 모두 좋습니다 디자인도 예쁘고 출퇴근 시 가방에 넣고 들고 다니기 편리합니다
깔끔 이쁨 좋아요 ㅡ
이 보온력이 좀 별로예요 디자인은 맘에 듭니다 보냉 럭은 아직 모르겠어요
사이즈도 크고 가볍네요
두 번째 구입해요 이번 색도 예쁘넉요
뚜껑이 있고 마개 입구 뚜껑이 따로 있어서 이 점이 젤 좋아서 킨토 구매하게 되었습니다 이중으로 되어있어 새어 나오지도 않을 거 같고 맨 위 뚜껑 열어놓고 사용해도 먼지 같은 이물질이  들어가지 않을 거 같아서 맘 놓고 열어두고 쓰고 있어요 무광 재질에 카키색이 너무 이쁘고요 선물하기에도 좋을 거 같네요
마음에 들어요 그레이와 카키 샀는데 전 카키가 더 이쁜 거 같아요
재질도 좋고 깔끔합니다 보온도 잘 돼요 잘 쓰겠습니다
재구매해서 사용하던 중에 단체로 사용하게 되어 대량 주문했었어요 모두 만족했답니다
배송 빠르고 옐로 색상 예뻐요
그린 색 ㅠㅠ 단종 돼서 속상 아쉬운 대로 카키 샀어요
킨토 텀블러 알고 난 후부턴 다른 텀블러들은 눈에 들어오지도 않아요ㅎㅎ 레드 색상 거의 4년 쓰고 있는데 질리지도 않고 보온보냉 효과 최고예요 뚜껑 손잡이 있어서 들고 다니기 편하고 장 거리 나들이 갈 때도 필수로 들고 다녔어요 이번에 가족이 텀블러 필요하대서 선물 겸 화이트로 구매했는데 집에 있는 것보다 더 가벼워진 느낌이고 뚜껑 안에 킨토 새겨져 있고 뚜껑 실 리콘 이런 것들도 더 깔끔해졌어요 그래서 저도 다른 색상으로 하나 더 구입하려고요
오랜만에 마음에 드는 텀블러 구매했네요 킨토 사랑입니다
너무 마음에 들어서 바로 재구매
잘 쓸게요 크고 좋아요ㅋ
초등 아이 샀어요 좋다 합니다
디자인도 예쁘고 세척도 편리해요
휴대하기 편하고  마시기에도 편합니다 보온 보냉 너무 좋고요 
겨울에 따뜻한 음료 마시고 싶어 낀 토제품 사용하는데 역시 좋네요
킨토 짱 너무 좋아요
가볍고 보온성도 좋습니다 손잡이가 있어서 더욱 좋습니다
늘 편하게 사용하는 텀블러입니다 만족스럽습니다
킨토만 몇 번째 구매인지 모르겠네요 애정 템이 예 요
색감 너무 이쁘고 무겁지 않아서 좋아요
이뻐서 생일 선물로 줬어요
색상이 생각보다 예뻐요
이뻐요 사용하기도 좋아서 재구매하는 겁니다
튼튼하고 생각보다는 가볍네요 좋습니다
이게 샌드베이지인가요 좀 제대로 확인하고 보내주시죠 노란색도 괜찮아서 그냥 씁니다 ㅎㅎ
블루 보틀에도 똑같은 게 나오죠 손잡이도 있고 용량도 크고 좋아요
실제가 더 이쁘네요 손잡이가 있어서 편하겠어요
헬스할 때 쓰려고 샀어요 손잡이가 있어서 편해요 최고여 용
뚜껑을 쉽게 여닫을 수 있어서 만족합니다
간단하게 말 실용으로 들고 다닐 거 찾은 것에 몸통이 너무 두껍지도 않고 몸통에 비해 용량이 큰 거 같아서 딱 좋아요 근데 색깔은 화이트 살 걸 그랬나 봐요 ㅎㅎ
아이거 결국 샀네요 돌고 돌아 결국은 샀다 여기가 그나마 싼 것 같았어요 찌그러진 곳 없이 잘 왔네요
너무 마음에 들어요 생각 이상으로 더 마음에 들어서 다른 색도 구매하고 싶어요 생긴 것도 예쁜데 중간 뚜껑이 너무 마음에 듭니다
킨토 텀블러를 뒤늦게 알아버린 게 후회될 정도로 좋습니다 사이즈 적당하고 500ml라는 적당한 용량에 귀여운 둥글둥글한 디자인이 너무 좋습니다 손잡이 있어서 편해요
믿고 구매했어요 좋은 제품이길 바라요
귀여워요 색깔도 이쁘고 배송도 빠릅니다
색상이 다 이뻐서 고민고민했는데 만족합니다 지인 선물까지 구매했어요
조아저앙타라ㅓ러러러조아요
옐로보다는 머스터드가 더 잘 어울릴듯해요
뚜껑 닦기만 좀 편하면 좋을 텐데
생각했던 대로 차분한 색상이에요 킨토 텀블러 처음 써보는데 굉장히 기대되네요
컬러가 너무 예쁘고  얼음이 하루 종일 녹지 않아서 좋아요 너무 만족합니다
귀여워서 홀린 듯이 샀습니다 ㅋㅎ
디자인이 미니멀하고 깔끔합니다
배송 빠르고 역시 색깔 이쁘네요
블루 보트로 때문에 알았는데 오리지널로 사보고 싶어서 샀는데 귀엽고 실용적입니다
2중 장치라서 기대돼요
선물했는데 마음에 들어 합니다 가격도 저렴해서 좋았어요
손잡이가 있어 이동하며 들기 편하고 보온 보냉 잘 되어서 너무 만족합니다
이전에도 사용했던 텀블러 보냉도 너무 좋고 디자인도 맘에 들어요
일단 디자인과 색상이 예쁘고 실용 도도 좋고 입구도 넓어서 세척도 비교적 편할 것 같아요
텀블러 중에  왕이지 아닐까 쉽다 튼튼하고 색감도 다양해서 골라서 쓰고 한여름에도 얼음 넣어서 커피 만들어 먹으면 하루 종일 녹지 않고 계속  시원하게 마실 수 있어서 좋다
보온 보냉 모두 다 잘되고 디자인이 예뻐요 만족합니다
디자인이 예쁘고 손잡이가 편해요
지금까지 산 텀블러 중에 가장 좋아요 일단 저는 빨대를 안 쓰기 때문에 콤팩트하고 가볍고 손잡이 있는 걸 원했습니다 어디든 다 잘 들어서 좋은데 그거보다 기능성이 더 좋아요 하루 가 지났는데도 얼음이 아직 남아있는 것 좋고 놀랐습니다
어느 매장에서 둘러보다가 발견해서 구입했는데 정말 잘 쓰고 있습니다
모양이 동글동글 예쁘고 무엇보다도 손잡이가 있어서 너무 좋습니다 ㅎㅎㅎ
빠르게 잘 받았습니다
잘 사용할게요 감사해요
사진과 같아요 좋아요
아주 좋습니다 잘 사용하겠습니다
세척이 편할 것 같아 보여요 단지 색상이 노란색이 아니고 겨자색이네요
좋아요 배송도 잘 왔어요
디자인도 깔끔하고 손잡이 부분이 있어서 좋아요
쓰던 건데 안쪽에 녹이 슬어서 다른 거 사용하다 다시 주문합니다
선물로 주었습니다 가볍고 들고 다니기 좋다고 하네요 실물이 더 예뻐요
재구매하는ㄱㆍ에요 만족
배송이 엄청 빨랐고 상품도 너무 만족합니다 보온력이 기대했던 것보다 너무 좋아요
선물했습니다 마음에 든다고 해요
손잡이가 있어서 좋아요ㅎㅎ
사이즈도 적당하고 예뻐요
모양도 이쁘고 색깔도 맘에 들어요
잘 받았습니다 감사합니다
카키색과 선물용으로 다크 그레이 색을 샀는데요 둘 다 너무 이쁩니다
디자인 깔끔하고 색깔도   예쁘네요  보온 보냉 역도 좋아요
주문한 텀블러는 아직 안 써봤지만 부모님께서 텀블러가 필요하신데 원래 제가 쓰던 킨토 텀블러 써보시고 괜찮다고 하셔서 시켜드렸는데 가격도 좋고 색도 맘에 드네요ㅎㅎ
잘 받았습니다 많이 파세요  
이쁩니다  게다가  가벼워요  보냉 성능 좋습니다  보온은  아직 미사용해서  보냉 성능 좋으니  보온도  성능 우수하겠죠 추천합니다
