date,review,rating
25.04.29.,"이미 사용하던 제품인데 만족도 높아서 재구매했어요! 사이즈, 디자인, 물도 안새고 너무 좋습니다! ????",5
25.04.28.,마시가 편하고 쇠맛이 나지 않아 너무 좋아요~여러버젼으로 마실 수 있어 만족합니다,5
25.04.21.,텀블러 산것중 가장 맘에들어요. 쇠맛이 안나서 가장 좋구요. 밀폐도 잘되서 들고다니기 편해요. 카페에서 텀블러에 라떼 먹으면 보온도 잘되구요.,5
25.04.14.,컬러 예쁘고 밀폐력이 우수해요. 이렇게 생긴 텀블러는 완전 밀폐가 안되는 제품이 많던데 이 텀블러는 하나도 안새요. 밑면에 고무패킹이 있어서 내려놓을 때 조용하고 미끄러지지 않아 편합니다. 650ml 먼저 구매했었는데 좋아서 500ml도 구매했어요. 음용구 크기가 커지면 사용하기 더 편할 것 같아요.,5
25.04.29.,큰 사이즈 구매했다가 넘 좋아서 작은사이즈도 구매! 넘예쁘고 넘넘 좋아요 ><,5
25.04.22.,역시 믿고 쓰는 락앤락 텀블러!!!! 너무 좋아요!!! 색상도 이쁘고 가격도 좋아서 맘에 쏙들 들어요!!!,5
25.05.02.,주문한 다음날에 바로 받을정도로 배송이 빨라서 좋았어요 오자마자 카페에 가서 테이크아웃해서 마셨는데 밀폐력이 좋아서 보냉도 오래 가고 입구가 작아서 불편할거 같았는데 생각보다 마시기 편해여 밀폐되는 텀블러 찾았는데 너무 잘산거 같아요.,5
25.04.10.,배송도 빠르고 좋아요. 세라믹 텀블어 찾고 있었는데 용량도 크기도 색상도 다 좋아요.,5
25.04.25.,"밀폐 좋고, 걍 넘 이뻐요 좀 부담스러울까 우려했는데 진짜진짜 실물이 훨 나아요 지불한 게 전혀 아깝지 않음",5
25.03.19.,이것저것 재보고 엄청 고민하다가 이 제품으로 구매했어요. 한 개 사서 영원히 쓰는 건 없는 것 같아요. 완벽한 것도 없고요. 그저 최대한 오래 쓰다가 전보다 더 나은 것을 사는 것이 최선인 것 같습니다. 그런 의미에서 이 제품은 제가 써본 텀블러 중에서는 최고입니다. 밀폐도 잘 되고 사이즈도 적당하고요.(스타벅스 그란데 사이즈 가능) 모양과 색상도 이쁘고 편리합니다. 세척하기에도 좋고요. 다만 물이 나오는 입구가 좀 좁아서 뜨거운 것을 먹을 땐 조심해야 하지만 만족합니다. 추천할게요!!,5
25.04.17.,텀블러색도 너무이쁘고 컵과 뚜껑 세척하기 너무편리해요 물도안새고 근데 딱하나 뚜껑열때 조금힘드네요ㅠ,5
25.05.01.,작아보여서 좋으네요 세라믹 처음써봐요 기대됩니당,5
25.04.18.,디자인 이쁘고 가격 좋고 품질도 좋아요 세라믹이라 커피맛도 잘 나올것같고 만족해요,5
25.04.12.,만듦새가 좋아요 실물이 사진이랑 똑같았어요 액체 넣으면 꽤 묵직해지는데 겉면이 매끄러워서 스트랩 가지고 다니는게 좋을것 같아요 입구가 좁고 작은 직각형태라 적응하는데 좀 걸릴 것 같아요 전반적으로 만족해요!,5
25.03.11.,선물 사은품 혹은 구입했던 텀블러중 최고예요. 은근히 목적에 맞는 텀블러 찾는게 까다롭더라구요. 차에서 주로 사용할 목적인데 차량홀더에 들어가고 쉽게 마실 수 있으면서 캡도 스큐류식 마개라 안새고...내부소재도 세라믹인게 너무 깔끔하고 좋네요. 컬러감 죽여줍니다. 보온은 설명대로 4시간이려니하는데 장시간 보온 원하시는경우는 다른 모델로 추천합니다.,5
25.04.27.,맘에 들어요. 그립감만 살짝 손으로 잡기 좋은 사이즈면 좋겠는데...,5
25.04.02.,그렇게 무겁지는 않아요 스텐 텀블러보단 살짝 무게 있는정도? 하지만 들고다니기는 좋아요 쇠맛 안난다해서 상당히 기대중입니다 ㅎㅎ 스트랩 거는곳이 뚜껑 쪽에 있어서 세척할때마다 뺐다꼈다하기에는 나쁘긴하더라고요 그것만 제외하면 사용하기에는 좋은 거 같아요,5
25.05.05.,색깔이.이쁘네요. 좋네요,4
25.05.03.,남자친구가 군대 안에서 쓸 텀블러 하나를 구매해달라고 부탁했어요 선임에게 트집 잡히지 않을 깔끔한 텀블러를 원했는데 생각보다 너무 예뻐서 놀랐어요 남자친구도 크기도 적당하고 예쁘다고 잘 사용 중입니다!,5
25.04.18.,일단 세라믹코팅이 좋아보이고 좀 더 큰걸 살걸 살짝 후회도 되요 그리고 이뻐요,5
25.03.28.,디자인 색상 모두 화면과 같아요 깔끔하고 마음에 듭니다. 뚜껑 결합 잘 되고 세척도 편합니다. 음료 마시는 부분이 작아서 빨대가 약간 끼긴 하지만 음료 마시기에 불편하진 않아요~ 잘 사용하겠습니다,5
